,,,,," 19,388,231.64 ",
Invoice Date,Supplier Name,Supplier Country,Taxable basis,Currency,Tax to pay,Runing Total
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,523.5,EUR,183.22,838969.09
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,333.7,EUR,116.79,839085.88
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,333.7,EUR,116.79,839202.67
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1175.76,EUR,411.52,839614.19
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,2385.6,EUR,834.96,840449.15
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,85.57,EUR,29.95,840479.1
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,97.7,EUR,34.2,840513.3
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,86.62,EUR,30.32,840543.62
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,408.96,EUR,143.14,840686.76
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,357.84,EUR,125.24,840812
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,607.76,EUR,212.72,841024.72
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,381.98,EUR,133.69,841158.41
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,420.32,EUR,147.11,841305.52
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,674.09,EUR,235.93,841541.45
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,266.96,EUR,93.44,841634.89
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,759.7,EUR,265.89,841900.78
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,176.08,EUR,61.63,841962.41
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,433.1,EUR,151.59,842114
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,454.9,EUR,159.21,842273.21
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,343.64,EUR,120.27,842393.48
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,380.56,EUR,133.2,842526.68
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,727.04,EUR,254.46,842781.14
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1462.6,EUR,511.91,843293.05
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,357.84,EUR,125.24,843418.29
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,130.44,EUR,45.65,843463.94
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,2675.28,EUR,936.35,844400.29
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,145.21,EUR,50.82,844451.11
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,298.58,EUR,104.5,844555.61
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,382.55,EUR,133.89,844689.5
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,703.4,EUR,246.19,844935.69
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,533.54,EUR,186.74,845122.43
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,6702.3,EUR,2345.8,847468.23
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,2925.53,EUR,1023.94,848492.17
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,3020.69,EUR,1057.24,849549.41
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,998.26,EUR,349.39,849898.8
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,998.26,EUR,349.39,850248.19
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,998.26,EUR,349.39,850597.58
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,998.26,EUR,349.39,850946.97
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,998.26,EUR,349.39,851296.36
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,998.26,EUR,349.39,851645.75
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,998.26,EUR,349.39,851995.14
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,124.95,EUR,43.73,852038.87
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,410.62,EUR,143.72,852182.59
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,118.54,EUR,41.49,852224.08
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,695.8,EUR,243.53,852467.61
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,234.3,EUR,82,852549.61
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1349.81,EUR,472.43,853022.04
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,333.7,EUR,116.79,853138.83
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,133.48,EUR,46.72,853185.55
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,310.98,EUR,108.84,853294.39
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,505.11,EUR,176.79,853471.18
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,117.15,EUR,41,853512.18
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,144.84,EUR,50.69,853562.87
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1484.61,EUR,519.61,854082.48
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,199.98,EUR,69.99,854152.47
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,64.18,EUR,22.46,854174.93
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,298.2,EUR,104.37,854279.3
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,377.72,EUR,132.2,854411.5
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,156.2,EUR,54.67,854466.17
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,367.78,EUR,128.72,854594.89
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,262.7,EUR,91.94,854686.83
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,264.12,EUR,92.44,854779.27
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,729.88,EUR,255.46,855034.73
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,357.84,EUR,125.24,855159.97
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,596.4,EUR,208.74,855368.71
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,481.38,EUR,168.48,855537.19
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,65.89,EUR,23.06,855560.25
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,170.4,EUR,59.64,855619.89
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,103.94,EUR,36.38,855656.27
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,134.05,EUR,46.92,855703.19
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,507.65,EUR,177.68,855880.87
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,120.98,EUR,42.34,855923.21
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,275.62,EUR,96.47,856019.68
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,50166.56,EUR,17558.3,873577.98
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,209.08,EUR,73.18,873651.16
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,549.54,EUR,192.34,873843.5
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,2390.06,EUR,836.52,874680.02
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,549.54,EUR,192.34,874872.36
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1040.86,EUR,364.3,875236.66
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,61.36,EUR,21.48,875258.14
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,276.25,EUR,96.69,875354.83
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,214.42,EUR,75.05,875429.88
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,689.1,EUR,241.19,875671.07
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,2317.44,EUR,811.1,876482.17
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,549.54,EUR,192.34,876674.51
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,809.4,EUR,283.29,876957.8
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,127.05,EUR,44.47,877002.27
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1678.44,EUR,587.45,877589.72
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,222.05,EUR,77.72,877667.44
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,176.09,EUR,61.63,877729.07
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,130.17,EUR,45.56,877774.63
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,122.49,EUR,42.87,877817.5
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,99.51,EUR,34.83,877852.33
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,76.57,EUR,26.8,877879.13
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,214.42,EUR,75.05,877954.18
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,293.94,EUR,102.88,878057.06
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,386.24,EUR,135.18,878192.24
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,549.54,EUR,192.34,878384.58
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,2067.28,EUR,723.55,879108.13
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,954.24,EUR,333.98,879442.11
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1678.44,EUR,587.45,880029.56
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,502.68,EUR,175.94,880205.5
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,214.38,EUR,75.03,880280.53
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,206.72,EUR,72.35,880352.88
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,168.45,EUR,58.96,880411.84
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,153.13,EUR,53.6,880465.44
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,259.86,EUR,90.95,880556.39
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,323.76,EUR,113.32,880669.71
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,323.76,EUR,113.32,880783.03
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,506.23,EUR,177.18,880960.21
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,84.23,EUR,29.48,880989.69
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,391.92,EUR,137.17,881126.86
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,357.84,EUR,125.24,881252.1
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,302.46,EUR,105.86,881357.96
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,97.98,EUR,34.29,881392.25
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,97.98,EUR,34.29,881426.54
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,164.72,EUR,57.65,881484.19
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,217.26,EUR,76.04,881560.23
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,447.3,EUR,156.56,881716.79
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,714.26,EUR,249.99,881966.78
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1009.62,EUR,353.37,882320.15
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1145.94,EUR,401.08,882721.23
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,421.74,EUR,147.61,882868.84
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,511.2,EUR,178.92,883047.76
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,268.38,EUR,93.93,883141.69
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,156.2,EUR,54.67,883196.36
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,582.77,EUR,203.97,883400.33
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,498.42,EUR,174.45,883574.78
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1258.12,EUR,440.34,884015.12
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,302.5,EUR,105.88,884121
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,401.86,EUR,140.65,884261.65
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,333.7,EUR,116.79,884378.44
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,744.08,EUR,260.43,884638.87
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,761.12,EUR,266.39,884905.26
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,302.46,EUR,105.86,885011.12
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,134.9,EUR,47.21,885058.33
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,204.48,EUR,71.57,885129.9
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,76.68,EUR,26.84,885156.74
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,641.84,EUR,224.64,885381.38
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,533.92,EUR,186.87,885568.25
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,445.88,EUR,156.06,885724.31
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,119.28,EUR,41.75,885766.06
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,251.34,EUR,87.97,885854.03
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,333.7,EUR,116.79,885970.82
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,122.89,EUR,43.01,886013.83
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,642.01,EUR,224.7,886238.53
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1192.8,EUR,417.48,886656.01
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,430.26,EUR,150.59,886806.6
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,195.79,EUR,68.53,886875.13
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,252.7,EUR,88.44,886963.57
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,328.47,EUR,114.96,887078.53
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,268.24,EUR,93.88,887172.41
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1489.72,EUR,521.4,887693.81
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1197.06,EUR,418.97,888112.78
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,490.18,EUR,171.56,888284.34
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,490.18,EUR,171.56,888455.9
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,490.18,EUR,171.56,888627.46
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,490.18,EUR,171.56,888799.02
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,490.18,EUR,171.56,888970.58
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,176.08,EUR,61.63,889032.21
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,2010.72,EUR,703.75,889735.96
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,490.18,EUR,171.56,889907.52
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,3535.8,EUR,1237.53,891145.05
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,36.44,EUR,12.75,891157.8
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,54.34,EUR,19.02,891176.82
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1874.4,EUR,656.04,891832.86
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,232.88,EUR,81.51,891914.37
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,176.08,EUR,61.63,891976
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,302.46,EUR,105.86,892081.86
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,2010.72,EUR,703.75,892785.61
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,490.18,EUR,171.56,892957.17
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,171.81,EUR,60.13,893017.3
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,420.32,EUR,147.11,893164.41
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,109.35,EUR,38.27,893202.68
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,178.92,EUR,62.62,893265.3
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,154.78,EUR,54.17,893319.47
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,445.88,EUR,156.06,893475.53
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,115.02,EUR,40.26,893515.79
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,248.5,EUR,86.97,893602.76
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,853.42,EUR,298.7,893901.46
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,197.66,EUR,69.18,893970.64
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1464.02,EUR,512.41,894483.05
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,514.04,EUR,179.91,894662.96
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,187.44,EUR,65.6,894728.56
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,305.3,EUR,106.86,894835.42
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,282.58,EUR,98.9,894934.32
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,621.96,EUR,217.69,895152.01
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,926.27,EUR,324.19,895476.2
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,187.44,EUR,65.6,895541.8
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,97.98,EUR,34.29,895576.09
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,937.2,EUR,328.02,895904.11
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,403.28,EUR,141.15,896045.26
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1008.2,EUR,352.87,896398.13
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,533.92,EUR,186.87,896585
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,389.08,EUR,136.18,896721.18
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1946.82,EUR,681.39,897402.57
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,11706.48,EUR,4097.27,901499.84
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1192.8,EUR,417.48,901917.32
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,4294.08,EUR,1502.93,903420.25
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,628.55,EUR,219.99,903640.24
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,306.29,EUR,107.2,903747.44
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,73.84,EUR,25.84,903773.28
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,210.46,EUR,73.66,903846.94
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1256.06,EUR,439.62,904286.56
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,433.31,EUR,151.66,904438.22
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,255.34,EUR,89.37,904527.59
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,3766,EUR,1318.1,905845.69
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,159.86,EUR,55.95,905901.64
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,155.12,EUR,54.29,905955.93
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,86.62,EUR,30.32,905986.25
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,295.79,EUR,103.53,906089.78
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,159.86,EUR,55.95,906145.73
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,160.46,EUR,56.16,906201.89
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,86.62,EUR,30.32,906232.21
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,806.56,EUR,282.3,906514.51
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,159.86,EUR,55.95,906570.46
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,160.46,EUR,56.16,906626.62
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,648.94,EUR,227.13,906853.75
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,864.78,EUR,302.67,907156.42
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,343.64,EUR,120.27,907276.69
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,687.28,EUR,240.55,907517.24
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,343.64,EUR,120.27,907637.51
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,866.2,EUR,303.17,907940.68
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,648.94,EUR,227.13,908167.81
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,343.64,EUR,120.27,908288.08
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,687.28,EUR,240.55,908528.63
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,3092.76,EUR,1082.47,909611.1
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,650.36,EUR,227.63,909838.73
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,86.62,EUR,30.32,909869.05
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,567.08,EUR,198.48,910067.53
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,806.56,EUR,282.3,910349.83
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,123.54,EUR,43.24,910393.07
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,403.28,EUR,141.15,910534.22
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,248.5,EUR,86.97,910621.19
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,402,EUR,140.7,910761.89
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,286.84,EUR,100.39,910862.28
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,726.61,EUR,254.31,911116.59
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,357.84,EUR,125.24,911241.83
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,197.38,EUR,69.08,911310.91
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,827.86,EUR,289.75,911600.66
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,941.46,EUR,329.51,911930.17
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,894.88,EUR,313.21,912243.38
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,407.54,EUR,142.64,912386.02
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,154.78,EUR,54.17,912440.19
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,168.98,EUR,59.14,912499.33
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,915.9,EUR,320.56,912819.89
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,269.8,EUR,94.43,912914.32
20190101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,477.12,EUR,166.99,913081.31
