,,,,," 19,388,231.64 ",
Invoice Date,Supplier Name,Supplier Country,Taxable basis,Currency,Tax to pay,Runing Total
20191130,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,85.2,EUR,29.82,17334205.16
20191130,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1769.28,EUR,619.25,17334824.41
20191130,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,630.48,EUR,220.67,17335045.08
20191130,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,14.2,EUR,4.97,17335050.05
20191130,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,2109.98,EUR,738.49,17335788.54
20191130,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,160770.28,EUR,56269.6,17392058.14
20191130,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,14.2,EUR,4.97,17392063.11
20191130,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,5304.07,EUR,1856.42,17393919.53
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,3658.76,EUR,1280.57,17395200.1
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,4467.32,EUR,1563.56,17396763.66
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,85.2,EUR,29.82,17396793.48
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,56.8,EUR,19.88,17396813.36
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,241.4,EUR,84.49,17396897.85
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,752.6,EUR,263.41,17397161.26
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,14.2,EUR,4.97,17397166.23
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,14.2,EUR,4.97,17397171.2
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,28.4,EUR,9.94,17397181.14
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,215.98,EUR,75.59,17397256.73
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,85.2,EUR,29.82,17397286.55
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,249.21,EUR,87.22,17397373.77
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,127.8,EUR,44.73,17397418.5
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,340.8,EUR,119.28,17397537.78
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,99.4,EUR,34.79,17397572.57
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1363.2,EUR,477.12,17398049.69
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,355,EUR,124.25,17398173.94
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,14.2,EUR,4.97,17398178.91
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,14.2,EUR,4.97,17398183.88
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,539.6,EUR,188.86,17398372.74
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,14.2,EUR,4.97,17398377.71
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,28.4,EUR,9.94,17398387.65
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,731.14,EUR,255.9,17398643.55
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,5708.54,EUR,1997.99,17400641.54
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,113.6,EUR,39.76,17400681.3
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,3754,EUR,1313.9,17401995.2
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,99.4,EUR,34.79,17402029.99
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,355,EUR,124.25,17402154.24
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,99.4,EUR,34.79,17402189.03
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,3365.77,EUR,1178.02,17403367.05
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,56.8,EUR,19.88,17403386.93
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,96839.68,EUR,33893.89,17437280.82
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,8702.68,EUR,3045.94,17440326.76
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,996.84,EUR,348.89,17440675.65
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,4302.6,EUR,1505.91,17442181.56
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,553.8,EUR,193.83,17442375.39
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,113.6,EUR,39.76,17442415.15
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,951.4,EUR,332.99,17442748.14
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,866.2,EUR,303.17,17443051.31
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,227.2,EUR,79.52,17443130.83
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,599.18,EUR,209.71,17443340.54
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,4213.61,EUR,1474.76,17444815.3
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,73824.02,EUR,25838.41,17470653.71
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,99.68,EUR,34.89,17470688.6
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,240.9,EUR,84.31,17470772.91
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,14.2,EUR,4.97,17470777.88
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,14.2,EUR,4.97,17470782.85
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,213,EUR,74.55,17470857.4
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,6931.49,EUR,2426.02,17473283.42
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,16.61,EUR,5.81,17473289.23
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,28.4,EUR,9.94,17473299.17
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,56.8,EUR,19.88,17473319.05
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,265.82,EUR,93.04,17473412.09
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,14.2,EUR,4.97,17473417.06
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,71,EUR,24.85,17473441.91
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,14.2,EUR,4.97,17473446.88
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,216.11,EUR,75.64,17473522.52
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,866.2,EUR,303.17,17473825.69
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,4.35,EUR,1.52,17473827.21
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,2600.19,EUR,910.07,17474737.28
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,113.6,EUR,39.76,17474777.04
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,634,EUR,221.9,17474998.94
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,298.2,EUR,104.37,17475103.31
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,56.8,EUR,19.88,17475123.19
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,42.6,EUR,14.91,17475138.1
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,56.8,EUR,19.88,17475157.98
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,104.07,EUR,36.42,17475194.4
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,71,EUR,24.85,17475219.25
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,299.05,EUR,104.67,17475323.92
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,116980.71,EUR,40943.25,17516267.17
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,22202.4,EUR,7770.84,17524038.01
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,16.61,EUR,5.81,17524043.82
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1887.72,EUR,660.7,17524704.52
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,14.2,EUR,4.97,17524709.49
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,2712.2,EUR,949.27,17525658.76
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,312.4,EUR,109.34,17525768.1
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,127.8,EUR,44.73,17525812.83
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,525.4,EUR,183.89,17525996.72
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,42.6,EUR,14.91,17526011.63
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,66.46,EUR,23.26,17526034.89
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,14.2,EUR,4.97,17526039.86
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,71,EUR,24.85,17526064.71
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,127.8,EUR,44.73,17526109.44
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,99.4,EUR,34.79,17526144.23
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1661.4,EUR,581.49,17526725.72
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,568,EUR,198.8,17526924.52
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,56.8,EUR,19.88,17526944.4
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,301.04,EUR,105.36,17527049.76
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,42.6,EUR,14.91,17527064.67
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1699.64,EUR,594.87,17527659.54
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,241.4,EUR,84.49,17527744.03
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,10689.93,EUR,3741.48,17531485.51
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,454.4,EUR,159.04,17531644.55
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1384.41,EUR,484.54,17532129.09
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,2357.36,EUR,825.08,17532954.17
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,56.8,EUR,19.88,17532974.05
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,204.48,EUR,71.57,17533045.62
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,142,EUR,49.7,17533095.32
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,299.05,EUR,104.67,17533199.99
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,140384.81,EUR,49134.68,17582334.67
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,103.01,EUR,36.05,17582370.72
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,21043.96,EUR,7365.39,17589736.11
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,33.23,EUR,11.63,17589747.74
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,2575.18,EUR,901.31,17590649.05
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,6177,EUR,2161.95,17592811
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,56.8,EUR,19.88,17592830.88
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,56.8,EUR,19.88,17592850.76
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,56.8,EUR,19.88,17592870.64
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1107.6,EUR,387.66,17593258.3
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,56.8,EUR,19.88,17593278.18
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,2533.28,EUR,886.65,17594164.83
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1420,EUR,497,17594661.83
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,541.19,EUR,189.42,17594851.25
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,73824.02,EUR,25838.41,17620689.66
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,4058.98,EUR,1420.64,17622110.3
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1570.83,EUR,549.79,17622660.09
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1122,EUR,392.7,17623052.79
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,132.91,EUR,46.52,17623099.31
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,199.37,EUR,69.78,17623169.09
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,31236.88,EUR,10932.91,17634102
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1948.61,EUR,682.01,17634784.01
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,170.4,EUR,59.64,17634843.65
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,56.8,EUR,19.88,17634863.53
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1790.19,EUR,626.57,17635490.1
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,113.6,EUR,39.76,17635529.86
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,102.24,EUR,35.78,17635565.64
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,273.35,EUR,95.67,17635661.31
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,56.8,EUR,19.88,17635681.19
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,714.4,EUR,250.04,17635931.23
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,56.8,EUR,19.88,17635951.11
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,4506.6,EUR,1577.31,17637528.42
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,56.8,EUR,19.88,17637548.3
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,448.58,EUR,157,17637705.3
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,41334.08,EUR,14466.93,17652172.23
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,4679.13,EUR,1637.7,17653809.93
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1528.49,EUR,534.97,17654344.9
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,397.6,EUR,139.16,17654484.06
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,56.8,EUR,19.88,17654503.94
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,454.4,EUR,159.04,17654662.98
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,56.8,EUR,19.88,17654682.86
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,56.8,EUR,19.88,17654702.74
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,113.6,EUR,39.76,17654742.5
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,56.8,EUR,19.88,17654762.38
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,227.2,EUR,79.52,17654841.9
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,568,EUR,198.8,17655040.7
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1693.25,EUR,592.64,17655633.34
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,227.2,EUR,79.52,17655712.86
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,21309.27,EUR,7458.24,17663171.1
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,340.8,EUR,119.28,17663290.38
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1083.89,EUR,379.36,17663669.74
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,56.8,EUR,19.88,17663689.62
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,340.8,EUR,119.28,17663808.9
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,156.2,EUR,54.67,17663863.57
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,170.4,EUR,59.64,17663923.21
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,2788.43,EUR,975.95,17664899.16
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,900.28,EUR,315.1,17665214.26
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1391.6,EUR,487.06,17665701.32
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1345.73,EUR,471.01,17666172.33
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,189682.59,EUR,66388.91,17732561.24
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,103.01,EUR,36.05,17732597.29
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,24623.44,EUR,8618.2,17741215.49
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,4236.57,EUR,1482.8,17742698.29
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,6228.12,EUR,2179.84,17744878.13
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,56.8,EUR,19.88,17744898.01
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,170.4,EUR,59.64,17744957.65
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,213,EUR,74.55,17745032.2
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,284,EUR,99.4,17745131.6
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,227.2,EUR,79.52,17745211.12
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,113.6,EUR,39.76,17745250.88
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,227.2,EUR,79.52,17745330.4
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,468.6,EUR,164.01,17745494.41
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,809.4,EUR,283.29,17745777.7
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1905.64,EUR,666.97,17746444.67
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,2144.2,EUR,750.47,17747195.14
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,102.24,EUR,35.78,17747230.92
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,837.8,EUR,293.23,17747524.15
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,20.16,EUR,7.06,17747531.21
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,63.9,EUR,22.36,17747553.57
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,99.4,EUR,34.79,17747588.36
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,71,EUR,24.85,17747613.21
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,35.5,EUR,12.42,17747625.63
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,15376.87,EUR,5381.9,17753007.53
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,99.68,EUR,34.89,17753042.42
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,134.9,EUR,47.21,17753089.63
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1576.47,EUR,551.76,17753641.39
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,99.4,EUR,34.79,17753676.18
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,299.05,EUR,104.67,17753780.85
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1349.06,EUR,472.17,17754253.02
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,21.3,EUR,7.46,17754260.48
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,156.2,EUR,54.67,17754315.15
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,127.8,EUR,44.73,17754359.88
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,116.3,EUR,40.7,17754400.58
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,248.5,EUR,86.97,17754487.55
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,919.45,EUR,321.81,17754809.36
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,99.4,EUR,34.79,17754844.15
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,8288.45,EUR,2900.96,17757745.11
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,49.7,EUR,17.39,17757762.5
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,2852.16,EUR,998.26,17758760.76
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,49.7,EUR,17.39,17758778.15
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,102.24,EUR,35.78,17758813.93
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,49.7,EUR,17.39,17758831.32
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1725.43,EUR,603.9,17759435.22
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,49.7,EUR,17.39,17759452.61
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,585.04,EUR,204.76,17759657.37
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,2093.36,EUR,732.68,17760390.05
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,183249.28,EUR,64137.25,17824527.3
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,721.05,EUR,252.37,17824779.67
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,29871.02,EUR,10454.86,17835234.53
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,5889.66,EUR,2061.38,17837295.91
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1400.12,EUR,490.04,17837785.95
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,99.4,EUR,34.79,17837820.74
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,198.8,EUR,69.58,17837890.32
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,695.8,EUR,243.53,17838133.85
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,355,EUR,124.25,17838258.1
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,553.8,EUR,193.83,17838451.93
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,553.8,EUR,193.83,17838645.76
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,383.4,EUR,134.19,17838779.95
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,58.15,EUR,20.35,17838800.3
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,2269.16,EUR,794.21,17839594.51
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,299.07,EUR,104.67,17839699.18
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,2201,EUR,770.35,17840469.53
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,201.64,EUR,70.57,17840540.1
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,227.2,EUR,79.52,17840619.62
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,73824.02,EUR,25838.41,17866458.03
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,405.89,EUR,142.06,17866600.09
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,5064.06,EUR,1772.42,17868372.51
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1570.83,EUR,549.79,17868922.3
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1122,EUR,392.7,17869315
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,99.4,EUR,34.79,17869349.79
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,49.7,EUR,17.39,17869367.18
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,892.26,EUR,312.29,17869679.47
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,539.6,EUR,188.86,17869868.33
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,135.41,EUR,47.39,17869915.72
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,88.04,EUR,30.81,17869946.53
20191201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,99.68,EUR,34.89,17869981.42
