Account,Doc. Date,DocumentNo,Type,PK,Amount in LC,Tx,LCurr,Company,Localité
3170120000,2019-03-01,1509083647,YI,40,-320.92,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509083657,YI,40,-2073.48,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509083667,YI,40,-758.28,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509083677,YI,40,-464.34,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509083702,YI,40,-1026.66,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509083724,YI,40,-464.34,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509083734,YI,40,-1621.64,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509083744,YI,40,-464.34,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509083755,YI,40,-1285.10,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509083765,YI,40,-1780.68,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509083785,YI,40,-1703.43,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509083807,YI,40,-612.02,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509083817,YI,40,-390.50,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509083827,YI,40,-298.20,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509083837,YI,40,-1469.42,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509083862,YI,40,-1295.04,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509083872,YI,40,-1357.52,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509083882,YI,40,-264.12,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509083892,YI,40,-761.12,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509083908,YI,40,-1170.08,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509083918,YI,40,-1073.52,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509083928,YI,40,-399.02,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509083950,YI,40,-399.02,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509083961,YI,40,-204.48,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509083971,YI,40,-335.12,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509083981,YI,40,-443.04,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509083991,YI,40,-434.52,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084010,YI,40,-323.76,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084024,YI,40,-570.84,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084042,YI,40,-1598.92,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084057,YI,40,-536.76,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084069,YI,40,-815.08,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084081,YI,40,-204.48,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084099,YI,40,-706.38,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084109,YI,40,-387.66,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084126,YI,40,-673.08,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084133,YI,40,-523.98,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084143,YI,40,-481.17,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084154,YI,40,-881.82,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084164,YI,40,-1874.40,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084174,YI,40,-1571.66,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084182,YI,40,-1390.18,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084194,YI,40,-1559.16,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084207,YI,40,-464.34,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084221,YI,50,-612.02,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084232,YI,40,-1979.48,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084241,YI,40,-464.34,VM,EUR,Netflix SA,US
3170120000,2019-03-01,1509084252,YI,40,-1191.38,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084263,YI,40,-1668.50,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084275,YI,40,-418.90,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084288,YI,50,-423.16,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084300,YI,40,-285.42,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084309,YI,40,-680.18,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084317,YI,40,-343.64,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084335,YI,40,-214.42,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084347,YI,40,-271.22,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084357,YI,40,-10816.99,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084367,YI,40,-602.08,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084377,YI,40,-401.86,VM,EUR,Netflix SA,US
3170120000,2019-03-01,1509084387,YI,40,-477.12,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084397,YI,40,-400.44,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084407,YI,40,-997.41,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084419,YI,40,-357.84,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084428,YI,40,-514.04,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084437,YI,40,-475.70,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084445,YI,40,-475.70,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084459,YI,50,-475.70,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084467,YI,40,-475.70,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084479,YI,40,-475.70,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084490,YI,40,-475.70,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084501,YI,40,-475.70,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084512,YI,40,-475.70,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084525,YI,40,-951.40,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084539,YI,40,-475.70,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084550,YI,40,-475.70,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084558,YI,40,-951.40,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084573,YI,40,-475.70,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084582,YI,40,-951.40,VM,EUR,Netflix SA,US
3170120000,2019-03-01,1509084595,YI,40,-475.70,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084606,YI,40,-475.70,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084616,YI,40,-475.70,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084626,YI,40,-475.70,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084636,YI,40,-475.70,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084647,YI,40,-951.40,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084659,YI,40,-475.70,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084671,YI,40,-168.98,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084683,YI,40,-475.70,VM,EUR,Netflix SA,US
3170120000,2019-03-01,1509084693,YI,40,-475.70,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084703,YI,40,-2360.54,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084713,YI,40,-440.20,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084724,YI,50,-523.98,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084734,YI,40,-460.08,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084749,YI,40,-443.04,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084760,YI,40,-2091.66,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084772,YI,40,-587.67,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084783,YI,40,-649.86,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084792,YI,50,-359.54,VM,EUR,Netflix SA,US
3170120000,2019-03-01,1509084804,YI,40,-419.18,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084814,YI,40,-360.68,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084824,YI,40,-443.04,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084838,YI,40,-360.68,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084852,YI,40,-387.66,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084862,YI,40,-550.96,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084873,YI,40,-387.66,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084885,YI,40,-349.32,VM,EUR,Netflix SA,US
3170120000,2019-03-01,1509084897,YI,40,-301.04,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084909,YI,40,-465.33,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084922,YI,40,-1844.93,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084936,YI,40,-330.86,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084945,YI,40,-2285.56,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084955,YI,40,-360.68,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084966,YI,40,-204.48,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084978,YI,50,-596.40,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084987,YI,40,-553.80,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509084997,YI,40,-248.50,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509085009,YI,50,-217.26,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509085020,YI,50,-1755.12,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509085030,YI,50,-517.80,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509085040,YI,50,-852.00,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509085047,YI,40,-242.82,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509085128,YI,40,-217.26,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509085139,YI,40,-549.54,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509085148,YI,40,-642.41,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509085160,YI,50,-399.02,VL,EUR,Netflix SA,US
3170120000,2019-02-08,1509085289,YI,50,-282.58,VM,EUR,Netflix SA,US
3170120000,2019-03-01,1509085395,YI,40,-607.76,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509085403,YI,40,-381.98,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509085409,YI,40,-299.62,VM,EUR,Netflix SA,US
3170120000,2019-03-01,1509085421,YI,40,-668.82,VM,EUR,Netflix SA,US
3170120000,2019-03-01,1509085430,YI,40,-727.04,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509085434,YI,40,-242.82,VM,EUR,Netflix SA,US
3170120000,2019-03-01,1509085444,YI,40,-1723.74,VM,EUR,Netflix SA,US
3170120000,2019-03-01,1509085454,YI,40,-833.54,VM,EUR,Netflix SA,US
3170120000,2019-02-01,1509085522,YI,50,-197.38,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509085802,YI,40,-1844.58,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509085866,YI,50,-2130.00,VL,EUR,Netflix SA,US
3170120000,2019-03-04,1509086027,YI,40,-1613.12,VL,EUR,Netflix SA,US
3170120000,2019-03-04,1509088463,YI,50,-401.86,VM,EUR,Netflix SA,US
3170120000,2019-03-04,1509088776,YI,40,-301.04,VM,EUR,Netflix SA,US
3170120000,2019-01-03,1509088948,YI,40,-665.98,VL,EUR,Netflix SA,US
3170120000,2019-02-05,1509088959,YI,50,-380.56,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509088973,YI,50,-387.66,VM,EUR,Netflix SA,US
3170120000,2019-03-04,1509090432,YI,50,-1219.78,VM,EUR,Netflix SA,US
3170120000,2019-03-04,1509090473,YI,50,-755.44,VL,EUR,Netflix SA,US
3170120000,2019-03-04,1509090490,YI,50,-399.02,VL,EUR,Netflix SA,US
3170120000,2019-01-01,1509092309,YI,50,-387.66,VL,EUR,Netflix SA,US
3170120000,2019-02-01,1509092323,YI,40,-178.92,VL,EUR,Netflix SA,US
3170120000,2019-02-28,1509092405,YI,50,-315.24,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509092458,YI,50,-385.81,VL,EUR,Netflix SA,US
3170120000,2019-03-04,1509092683,YI,50,-276.05,VL,EUR,Netflix SA,US
3170120000,2019-03-05,1509093010,YI,40,-1404.17,VL,EUR,Netflix SA,US
3170120000,2019-03-05,1509093026,YI,40,-399.02,VL,EUR,Netflix SA,US
3170120000,2019-02-24,1509093148,YI,50,-661.72,VM,EUR,Netflix SA,US
3170120000,2019-01-01,1509093255,YI,50,-360.68,VL,EUR,Netflix SA,US
3170120000,2019-01-18,1509093265,YI,40,-204.48,VL,EUR,Netflix SA,US
3170120000,2019-02-01,1509093275,YI,40,-360.68,VL,EUR,Netflix SA,US
3170120000,2019-02-07,1509093287,YI,40,-399.02,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509093306,YI,40,-518.02,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509093318,YI,40,-204.48,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509093330,YI,50,-481.38,VL,EUR,Netflix SA,US
3170120000,2019-03-06,1509093726,YI,40,-876.14,VL,EUR,Netflix SA,US
3170120000,2019-03-06,1509093735,YI,40,-160.46,VL,EUR,Netflix SA,US
3170120000,2019-03-06,1509093742,YI,40,-462.92,VM,EUR,Netflix SA,US
3170120000,2019-03-06,1509093751,YI,50,-399.02,VM,EUR,Netflix SA,US
3170120000,2019-03-06,1509093757,YI,40,-492.74,VL,EUR,Netflix SA,US
3170120000,2018-07-01,1509093994,YI,50,-1075.22,VL,EUR,Netflix SA,US
3170120000,2018-12-01,1509094033,YI,50,-391.92,VL,EUR,Netflix SA,US
3170120000,2019-02-01,1509094059,YI,50,-2332.63,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509094084,YI,40,-881.82,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509094097,YI,50,-1145.94,VM,EUR,Netflix SA,US
3170120000,2019-03-07,1509094671,YI,40,-798.04,VL,EUR,Netflix SA,US
3170120000,2019-03-07,1509094685,YI,40,-248.50,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509094701,YI,50,-514.04,VL,EUR,Netflix SA,US
3170120000,2019-03-04,1509094711,YI,40,-248.50,VL,EUR,Netflix SA,US
3170120000,2019-03-07,1509094992,YI,40,-333.70,VM,EUR,Netflix SA,US
3170120000,2018-09-01,1509095065,YI,40,-742.66,VL,EUR,Netflix SA,US
3170120000,2019-01-01,1509095075,YI,40,-291.10,VL,EUR,Netflix SA,US
3170120000,2019-02-01,1509095087,YI,50,-602.08,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509095106,YI,40,-742.66,VM,EUR,Netflix SA,US
3170120000,2019-03-01,1509095115,YI,50,-1544.96,VL,EUR,Netflix SA,US
3170120000,2019-03-08,1509095396,YI,40,-951.40,VL,EUR,Netflix SA,US
3170120000,2019-03-08,1509095408,YI,40,-475.70,VL,EUR,Netflix SA,US
3170120000,2019-03-08,1509095418,YI,40,-951.40,VL,EUR,Netflix SA,US
3170120000,2019-03-08,1509095429,YI,40,-247.08,VL,EUR,Netflix SA,US
3170120000,2019-03-09,1509095758,YI,40,-744.08,VL,EUR,Netflix SA,US
3170120000,2019-03-09,1509095768,YI,40,-718.85,VL,EUR,Netflix SA,US
3170120000,2019-03-09,1509095778,YI,40,-316.76,VM,EUR,Netflix SA,US
3170120000,2019-03-09,1509095816,YI,40,-1367.46,VM,EUR,Netflix SA,US
3170120000,2019-03-10,1509095868,YI,40,-1823.28,VL,EUR,Netflix SA,US
3170120000,2019-03-10,1509095880,YI,40,-2279.10,VM,EUR,Netflix SA,US
3170120000,2019-03-10,1509095893,YI,50,-3368.24,VL,EUR,Netflix SA,US
3170120000,2019-03-10,1509095907,YI,50,-3368.24,VL,EUR,Netflix SA,US
3170120000,2019-03-10,1509095923,YI,40,-455.82,VL,EUR,Netflix SA,US
3170120000,2019-01-20,1509096000,YI,50,-1823.28,VM,EUR,Netflix SA,US
3170120000,2019-02-01,1509096014,YI,40,-1823.28,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509096075,YI,50,-455.82,VL,EUR,Netflix SA,US
3170120000,2019-03-06,1509096121,YI,40,-2279.10,VL,EUR,Netflix SA,US
3170120000,2019-03-10,1509096311,YI,40,-911.64,VL,EUR,Netflix SA,US
3170120000,2019-03-11,1509096689,YI,40,-455.82,VL,EUR,Netflix SA,US
3170120000,2019-03-11,1509096710,YI,40,-3368.24,VM,EUR,Netflix SA,US
3170120000,2019-03-11,1509096721,YI,40,-2526.18,VL,EUR,Netflix SA,US
3170120000,2019-03-02,1509096733,YI,50,-455.82,VM,EUR,Netflix SA,US
3170120000,2019-03-08,1509096923,YI,50,-231.46,VM,EUR,Netflix SA,US
3170120000,2018-04-15,1509097135,YI,50,-332.28,VL,EUR,Netflix SA,US
3170120000,2019-01-01,1509097156,YI,50,-461.50,VL,EUR,Netflix SA,US
3170120000,2019-02-01,1509097181,YI,50,-400.44,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509097225,YI,40,-97.98,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509097237,YI,40,-401.86,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509097245,YI,50,-102.24,VL,EUR,Netflix SA,US
3170120000,2019-03-10,1509097312,YI,50,-495.15,VL,EUR,Netflix SA,US
3170120000,2019-03-12,1509097836,YI,40,-549.54,VL,EUR,Netflix SA,US
3170120000,2019-03-12,1509097844,YI,40,-261.28,VL,EUR,Netflix SA,US
3170120000,2019-03-12,1509097855,YI,40,-248.50,VL,EUR,Netflix SA,US
3170120000,2019-03-12,1509097867,YI,40,-248.50,VL,EUR,Netflix SA,US
3170120000,2019-03-12,1509097877,YI,40,-248.50,VL,EUR,Netflix SA,US
3170120000,2019-03-12,1509097888,YI,50,-282.58,VL,EUR,Netflix SA,US
3170120000,2019-03-12,1509097897,YI,50,-845.18,VL,EUR,Netflix SA,US
3170120000,2019-03-12,1509097908,YI,50,-1036.60,VL,EUR,Netflix SA,US
3170120000,2019-03-12,1509098121,YI,40,-540.17,VM,EUR,Netflix SA,US
3170120000,2019-02-01,1509098170,YI,40,-612.02,VL,EUR,Netflix SA,US
3170120000,2019-02-01,1509098179,YI,40,-582.20,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509098202,YI,40,-475.70,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509098211,YI,40,-475.70,VL,EUR,Netflix SA,US
3170120000,2019-03-08,1509098244,YI,40,-951.40,VL,EUR,Netflix SA,US
3170120000,2019-03-13,1509098744,YI,40,-951.40,VL,EUR,Netflix SA,US
3170120000,2019-03-13,1509098756,YI,40,-475.70,VL,EUR,Netflix SA,US
3170120000,2019-03-13,1509098771,YI,50,-475.70,VL,EUR,Netflix SA,US
3170120000,2019-03-13,1509098780,YI,50,-475.70,VL,EUR,Netflix SA,US
3170120000,2019-03-13,1509098788,YI,50,-475.70,VL,EUR,Netflix SA,US
3170120000,2019-02-12,1509098797,YI,40,-475.70,VL,EUR,Netflix SA,US
3170120000,2019-03-06,1509099080,YI,50,-475.70,VM,EUR,Netflix SA,US
3170120000,2019-03-11,1509099104,YI,40,-281.16,VL,EUR,Netflix SA,US
3170120000,2019-03-14,1509099838,YI,40,-168.98,VL,EUR,Netflix SA,US
3170120000,2019-03-14,1509099853,YI,50,-124.96,VM,EUR,Netflix SA,US
3170120000,2019-03-14,1509099867,YI,40,-168.98,VM,EUR,Netflix SA,US
3170120000,2019-03-14,1509099878,YI,40,-455.82,VM,EUR,Netflix SA,US
3170120000,2019-03-14,1509100213,YI,50,-2279.10,VL,EUR,Netflix SA,US
3170120000,2019-01-01,1509100255,YI,50,-1367.46,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509100269,YI,50,-3368.24,VL,EUR,Netflix SA,US
3170120000,2019-03-09,1509100285,YI,40,-911.64,VL,EUR,Netflix SA,US
3170120000,2019-03-15,1509100959,YI,40,-842.06,VL,EUR,Netflix SA,US
3170120000,2019-03-15,1509100989,YI,40,-1823.28,VL,EUR,Netflix SA,US
3170120000,2019-03-15,1509101000,YI,40,-911.64,VL,EUR,Netflix SA,US
3170120000,2019-03-15,1509101011,YI,40,-2279.10,VL,EUR,Netflix SA,US
3170120000,2019-03-15,1509101024,YI,40,-1684.12,VM,EUR,Netflix SA,US
3170120000,2019-03-15,1509101036,YI,40,-1823.28,VL,EUR,Netflix SA,US
3170120000,2019-03-15,1509101047,YI,40,-1823.28,VL,EUR,Netflix SA,US
3170120000,2019-03-15,1509101055,YI,40,-1367.46,VL,EUR,Netflix SA,US
3170120000,2019-03-15,1509101068,YI,40,-455.82,VL,EUR,Netflix SA,US
3170120000,2019-03-15,1509101080,YI,40,-1823.28,VL,EUR,Netflix SA,US
3170120000,2019-03-15,1509101090,YI,40,-455.82,VL,EUR,Netflix SA,US
3170120000,2019-03-15,1509101104,YI,40,-1367.46,VL,EUR,Netflix SA,US
3170120000,2019-03-15,1509101149,YI,40,-1823.28,VL,EUR,Netflix SA,US
3170120000,2019-03-15,1509101320,YI,40,-1823.28,VL,EUR,Netflix SA,US
3170120000,2019-03-15,1509101326,YI,40,-1823.28,VL,EUR,Netflix SA,US
3170120000,2019-03-16,1509101361,YI,40,-1367.46,VM,EUR,Netflix SA,US
3170120000,2019-03-16,1509101372,YI,40,-455.82,VL,EUR,Netflix SA,US
3170120000,2019-03-16,1509101378,YI,40,-455.82,VL,EUR,Netflix SA,US
3170120000,2019-03-16,1509101391,YI,40,-1367.46,VL,EUR,Netflix SA,US
3170120000,2019-03-16,1509101403,YI,40,-1823.28,VL,EUR,Netflix SA,US
3170120000,2019-03-17,1509101439,YI,40,-455.82,VL,EUR,Netflix SA,US
3170120000,2019-03-17,1509101448,YI,40,-911.64,VL,EUR,Netflix SA,US
3170120000,2019-03-17,1509101459,YI,40,-102.24,VL,EUR,Netflix SA,US
3170120000,2019-03-17,1509101467,YI,40,-1016.72,VL,EUR,Netflix SA,US
3170120000,2019-03-17,1509101478,YI,50,-650.36,VL,EUR,Netflix SA,US
3170120000,2017-11-01,1509101577,YI,40,-821.04,VL,EUR,Netflix SA,US
3170120000,2018-04-01,1509101582,YI,40,-3696.26,VL,EUR,Netflix SA,US
3170120000,2018-09-01,1509101590,YI,40,-221.52,VL,EUR,Netflix SA,US
3170120000,2019-01-01,1509101596,YI,40,-335.83,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509101621,YI,40,-5725.44,VL,EUR,Netflix SA,US
3170120000,2019-03-07,1509101640,YI,40,-355.00,VL,EUR,Netflix SA,US
3170120000,2019-03-15,1509101810,YI,40,-347.90,VL,EUR,Netflix SA,US
3170120000,2019-03-18,1509102284,YI,40,-434.88,VL,EUR,Netflix SA,US
3170120000,2019-03-18,1509102318,YI,40,-305.30,VL,EUR,Netflix SA,US
3170120000,2019-03-18,1509102332,YI,40,-881.83,VL,EUR,Netflix SA,US
3170120000,2019-03-18,1509102343,YI,40,-416.41,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509102498,YI,40,-2120.06,VL,EUR,Netflix SA,US
3170120000,2019-03-18,1509102671,YI,50,-176.08,VL,EUR,Netflix SA,US
3170120000,2019-03-18,1509102688,YI,50,-207.32,VM,EUR,Netflix SA,US
3170120000,2019-02-01,1509102745,YI,50,-261.28,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509102768,YI,40,-1245.06,VL,EUR,Netflix SA,US
3170120000,2019-03-11,1509102790,YI,40,-1008.20,VL,EUR,Netflix SA,US
3170120000,2019-03-17,1509102861,YI,50,-281.16,VL,EUR,Netflix SA,US
3170120000,2019-03-19,1509103358,YI,40,-281.16,VL,EUR,Netflix SA,US
3170120000,2019-03-19,1509103369,YI,50,-168.98,VL,EUR,Netflix SA,US
3170120000,2019-03-04,1509103383,YI,50,-168.98,VL,EUR,Netflix SA,US
3170120000,2018-11-01,1509103726,YI,40,-124.96,VL,EUR,Netflix SA,US
3170120000,2019-01-01,1509103733,YI,40,-281.16,VL,EUR,Netflix SA,US
3170120000,2019-02-01,1509103744,YI,40,-627.64,VL,EUR,Netflix SA,US
3170120000,2019-02-01,1509103749,YI,50,-627.64,VL,EUR,Netflix SA,US
3170120000,2019-02-01,1509103754,YI,40,-627.64,VL,EUR,Netflix SA,US
3170120000,2019-02-17,1509103769,YI,40,-627.64,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509103793,YI,40,-333.70,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509103802,YI,50,-1882.92,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509103807,YI,40,-810.82,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509103812,YI,40,-519.72,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509103819,YI,40,-812.24,VL,EUR,Netflix SA,US
3170120000,2019-03-06,1509103828,YI,50,-1739.50,VL,EUR,Netflix SA,US
3170120000,2019-03-20,1509104429,YI,40,-1391.60,VM,EUR,Netflix SA,US
3170120000,2019-03-20,1509104444,YI,40,-1039.44,VL,EUR,Netflix SA,US
3170120000,2019-03-20,1509104460,YI,40,-695.80,VL,EUR,Netflix SA,US
3170120000,2019-03-20,1509104478,YI,50,-779.58,VL,EUR,Netflix SA,US
3170120000,2019-03-21,1509104784,YI,50,-2209.52,VM,EUR,Netflix SA,US
3170120000,2019-03-01,1509104846,YI,50,-1739.50,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509104852,YI,40,-1043.70,VL,EUR,Netflix SA,US
3170120000,2019-03-22,1509105400,YI,40,-1039.44,VL,EUR,Netflix SA,US
3170120000,2019-03-22,1509105412,YI,40,-1039.44,VL,EUR,Netflix SA,US
3170120000,2019-03-22,1509105423,YI,50,-779.58,VL,EUR,Netflix SA,US
3170120000,2019-03-20,1509105436,YI,50,-779.58,VL,EUR,Netflix SA,US
3170120000,2019-03-23,1509105665,YI,40,-552.38,VM,EUR,Netflix SA,US
3170120000,2019-03-23,1509105677,YI,40,-695.80,VL,EUR,Netflix SA,US
3170120000,2019-03-23,1509105689,YI,40,-1391.60,VL,EUR,Netflix SA,US
3170120000,2019-03-23,1509105701,YI,40,-302.46,VL,EUR,Netflix SA,US
3170120000,2019-03-24,1509105727,YI,40,-302.46,VL,EUR,Netflix SA,US
3170120000,2019-03-24,1509105741,YI,40,-467.18,VL,EUR,Netflix SA,US
3170120000,2019-03-24,1509105752,YI,40,-378.00,VL,EUR,Netflix SA,US
3170120000,2019-03-24,1509105766,YI,40,-357.84,VL,EUR,Netflix SA,US
3170120000,2019-01-13,1509106640,YI,50,-596.40,VL,EUR,Netflix SA,US
3170120000,2019-02-07,1509106652,YI,40,-168.98,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509106666,YI,40,-835.81,VL,EUR,Netflix SA,US
3170120000,2019-03-01,1509106672,YI,50,-291.10,VL,EUR,Netflix SA,US
3170120000,2019-03-21,1509107252,YI,40,-377.72,VL,EUR,Netflix SA,US
