Account,Doc. Date,DocumentNo,Type,PK,Amount in LC,Tx,LCurr,Company,Localité
3110000000,2019-01-01,1509004839,YI,50,-408.96,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509004848,YI,50,-203.06,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509004856,YI,50,-548.12,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509004864,YI,50,-210.16,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509004874,YI,50,-1009.62,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509004881,YI,50,-553.59,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509004889,YI,50,-607.76,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509004901,YI,50,-864.78,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509004910,YI,50,-468.60,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509004918,YI,50,53.02,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509004928,YI,50,-10428.48,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509004938,YI,50,-445.88,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509004947,YI,50,-238.56,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509004955,YI,50,-1465.44,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509004965,YI,50,-107.21,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509004974,YI,50,-45.06,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509004984,YI,50,-703.58,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509004990,YI,50,-2349.18,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509004997,YI,50,-202.19,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005006,YI,50,14112.26,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005015,YI,50,16494.72,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005025,YI,50,124.96,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005033,YI,50,124.96,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005042,YI,50,124.96,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005051,YI,50,193.12,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005060,YI,50,96.56,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005069,YI,50,-3469.71,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005078,YI,50,482.80,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005088,YI,50,242.82,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005098,YI,50,124.96,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005108,YI,50,289.68,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005118,YI,50,-307.49,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005127,YI,50,523.50,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005136,YI,50,-333.70,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005143,YI,50,-333.70,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005151,YI,50,-1175.76,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005162,YI,50,-2385.60,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005170,YI,50,-85.57,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005179,YI,50,-97.70,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005190,YI,50,-86.62,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005199,YI,50,-408.96,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005209,YI,50,-357.84,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005221,YI,40,-607.76,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005234,YI,50,-381.98,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005245,YI,50,-420.32,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005254,YI,50,-674.09,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005263,YI,50,-266.96,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005273,YI,50,-759.70,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005282,YI,50,-176.08,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005292,YI,50,-433.10,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005301,YI,50,-454.90,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005310,YI,50,-343.64,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005318,YI,50,-380.56,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005326,YI,50,-727.04,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005335,YI,50,-1462.60,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005345,YI,50,-357.84,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005355,YI,50,-130.44,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005365,YI,50,-2675.28,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005374,YI,50,-145.21,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005384,YI,50,-298.58,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005394,YI,50,-382.55,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005402,YI,50,-703.40,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005411,YI,50,533.54,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005419,YI,50,-6702.30,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005428,YI,50,2925.53,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005437,YI,50,-3020.69,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005447,YI,50,-998.26,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005457,YI,50,-998.26,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005465,YI,50,-998.26,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005476,YI,50,-998.26,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005485,YI,50,-998.26,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005492,YI,50,-998.26,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005501,YI,50,-998.26,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005509,YI,50,-124.95,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005517,YI,50,410.62,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005529,YI,50,118.54,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005539,YI,50,695.80,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005548,YI,50,-234.30,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005557,YI,50,1349.81,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005566,YI,50,-333.70,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005574,YI,50,-133.48,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005582,YI,50,-310.98,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005592,YI,50,-505.11,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005599,YI,50,-117.15,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005609,YI,50,-144.84,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005616,YI,50,-1484.61,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005625,YI,50,-199.98,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005633,YI,50,-64.18,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005641,YI,50,-298.20,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005648,YI,50,-377.72,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005658,YI,50,-156.20,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005667,YI,50,-367.78,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005676,YI,50,-262.70,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005684,YI,50,-264.12,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005695,YI,50,-729.88,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005703,YI,50,-357.84,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005711,YI,50,-596.40,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005721,YI,50,-481.38,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005729,YI,50,65.89,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005739,YI,50,-170.40,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005750,YI,50,103.94,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005759,YI,50,-134.05,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005769,YI,50,-507.65,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005779,YI,50,120.98,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005789,YI,50,275.62,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005799,YI,50,-50166.56,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005809,YI,50,-209.08,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005819,YI,50,549.54,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005829,YI,50,2390.06,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005839,YI,50,549.54,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005849,YI,50,1040.86,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005859,YI,50,61.36,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005869,YI,50,276.25,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005879,YI,50,214.42,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005889,YI,50,-689.10,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005899,YI,50,2317.44,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005909,YI,50,549.54,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005919,YI,50,809.40,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005929,YI,50,127.05,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005939,YI,50,1678.44,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005949,YI,50,-222.05,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005959,YI,50,-176.09,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005969,YI,50,-130.17,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005979,YI,50,-122.49,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005989,YI,50,-99.51,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509005999,YI,50,-76.57,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006009,YI,50,214.42,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006019,YI,50,-293.94,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006029,YI,50,386.24,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006039,YI,50,549.54,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006049,YI,50,-2067.28,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006057,YI,50,954.24,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006065,YI,50,1678.44,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006074,YI,50,502.68,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006083,YI,50,214.38,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006093,YI,50,206.72,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006100,YI,50,168.45,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006107,YI,50,153.13,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006112,YI,50,259.86,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006121,YI,50,-323.76,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006132,YI,50,-323.76,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006142,YI,50,506.23,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006151,YI,50,-84.23,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006160,YI,50,-391.92,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006171,YI,50,-357.84,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006181,YI,50,-302.46,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006191,YI,50,-97.98,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006201,YI,50,-97.98,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006211,YI,50,-164.72,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006221,YI,50,-217.26,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006231,YI,50,-447.30,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006241,YI,50,-714.26,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006251,YI,50,-1009.62,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006258,YI,50,-1145.94,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006266,YI,50,-421.74,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006274,YI,50,-511.20,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006283,YI,50,-268.38,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006292,YI,50,-156.20,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006300,YI,50,-582.77,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006308,YI,50,-498.42,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006318,YI,50,-1258.12,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006327,YI,50,-302.50,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006336,YI,50,-401.86,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006344,YI,50,-333.70,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006351,YI,50,-744.08,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006359,YI,50,-761.12,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006366,YI,50,-302.46,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006372,YI,50,-134.90,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006380,YI,50,-204.48,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006387,YI,50,-76.68,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006397,YI,50,-641.84,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006409,YI,50,-533.92,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006419,YI,50,-445.88,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006429,YI,50,-119.28,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006439,YI,50,-251.34,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006449,YI,50,-333.70,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006459,YI,50,-122.89,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006469,YI,50,-642.01,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006479,YI,50,-1192.80,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006489,YI,50,-430.26,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006499,YI,50,-195.79,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006509,YI,50,252.70,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006519,YI,50,-328.47,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006529,YI,50,-268.24,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006539,YI,50,-1489.72,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006549,YI,50,-1197.06,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006559,YI,50,-490.18,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006569,YI,50,-490.18,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006579,YI,50,-490.18,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006589,YI,50,-490.18,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006599,YI,50,-490.18,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006609,YI,50,176.08,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006619,YI,50,2010.72,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006629,YI,50,-490.18,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006639,YI,50,-3535.80,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006649,YI,50,36.44,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006659,YI,50,-54.34,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006669,YI,50,1874.40,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006678,YI,50,-232.88,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006686,YI,50,176.08,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006693,YI,50,-302.46,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006701,YI,50,2010.72,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006711,YI,40,-490.18,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006719,YI,50,-171.81,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006730,YI,50,-420.32,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006739,YI,50,-109.35,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006747,YI,50,-178.92,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006756,YI,50,-154.78,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006766,YI,50,-445.88,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006775,YI,50,-115.02,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006784,YI,50,-248.50,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006790,YI,50,-853.42,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006797,YI,50,-197.66,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006807,YI,50,-1464.02,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006817,YI,50,-514.04,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006827,YI,50,-187.44,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006837,YI,50,-305.30,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006847,YI,50,-282.58,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006856,YI,50,-621.96,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006865,YI,50,-926.27,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
3110000000,2019-01-01,1509006875,YI,50,-187.44,E6,EUR,"Deutsche Bank Gruppe, Luxemburg",Lucembourg
